state_of_location,date,power_generated,unplanned_scrams_per_7000_critical_hours,unplanned_power_changes_per_7000_critical_hrs,unplanned_scrams_with_complications,safety_system_functional_failures_pwr,occupational_exposure_control_effectiveness,rets_odcm_radiological_effluent,mitigating_systems_performance_index,emergency_ac_power_system,mitigating_systems_performance_index_high_pressure_injection_system,mitigating_systems_performance_index_heat_removal_system,mitigating_systems_performance_index_residual_heat_removal_system,mitigating_systems_performance_index_cooling_water_systems,reactor_coolant_system_activity,reactor_coolant_system_leakage,drill_exercise_performance,ero_drill_participation,alert_notification_system
Palo Verde 3,2009-10-01,986607,0.9,0,0.0,1,0,0,NA,3.24E-08,-2.01E-08,-1.63E-07,7.19E-08,-1.81E-07,0,0.4,96.1%,100.0%,100.0%
Palo Verde 3,2009-11-01,956078,0.9,0,0.0,1,0,0,NA,3.24E-08,-2.01E-08,-1.63E-07,7.19E-08,-1.81E-07,0,0.3,96.1%,100.0%,100.0%
Palo Verde 3,2009-12-01,752603,0.9,0,0.0,1,0,0,NA,3.24E-08,-2.01E-08,-1.63E-07,7.19E-08,-1.81E-07,0,0.7,96.1%,100.0%,100.0%
Peach Bottom 2,2007-01-01,849428,0.9,1.7,NA,NA,1.0,0,NA,4.00E-08,9.30E-08,-2.10E-07,-3.01E-09,-2.79E-09,0.1,7.1,97.3%,100.0%,99.3%
Peach Bottom 2,2007-02-01,759606,0.9,1.7,NA,NA,1.0,0,NA,4.00E-08,9.30E-08,-2.10E-07,-3.01E-09,-2.79E-09,0.1,7.4,97.3%,100.0%,99.3%
Peach Bottom 2,2007-03-01,847606,0.9,1.7,NA,NA,1.0,0,NA,4.00E-08,9.30E-08,-2.10E-07,-3.01E-09,-2.79E-09,0.1,7.0,97.3%,100.0%,99.3%
Peach Bottom 2,2007-04-01,813344,0.9,1.7,NA,NA,1.0,0,NA,1.00E-08,-1.28E-07,-1.53E-07,-1.17E-09,-3.85E-09,0.1,7.1,98.0%,100.0%,99.5%
Peach Bottom 2,2007-05-01,845135,0.9,1.7,NA,NA,1.0,0,NA,1.00E-08,-1.28E-07,-1.53E-07,-1.17E-09,-3.85E-09,0.1,7.2,98.0%,100.0%,99.5%
Peach Bottom 2,2007-06-01,810870,0.9,1.7,NA,NA,1.0,0,NA,1.00E-08,-1.28E-07,-1.53E-07,-1.17E-09,-3.85E-09,0.1,7.2,98.0%,100.0%,99.5%
Peach Bottom 2,2007-07-01,834018,0.8,1.6,0.0,NA,1.0,0,NA,1.72E-07,-1.29E-07,-1.53E-07,-1.09E-09,-7.30E-10,0.1,7.2,97.2%,97.7%,99.7%
Peach Bottom 2,2007-08-01,833701,0.8,1.6,0.0,NA,1.0,0,NA,1.72E-07,-1.29E-07,-1.53E-07,-1.09E-09,-7.30E-10,0.1,7.3,97.2%,97.7%,99.7%
Peach Bottom 2,2007-09-01,759255,0.8,1.6,0.0,NA,1.0,0,NA,1.72E-07,-1.29E-07,-1.53E-07,-1.09E-09,-7.30E-10,0.1,7.2,97.2%,97.7%,99.7%
Peach Bottom 2,2007-10-01,842531,0,0.8,0.0,NA,1.0,0,NA,1.92E-07,-1.27E-07,-1.53E-07,-8.60E-10,4.60E-10,0.1,7.4,97.4%,100.0%,99.8%
Peach Bottom 2,2007-11-01,823885,0,0.8,0.0,NA,1.0,0,NA,1.92E-07,-1.27E-07,-1.53E-07,-8.60E-10,4.60E-10,0,7.1,97.4%,100.0%,99.8%
Peach Bottom 2,2007-12-01,848525,0,0.8,0.0,NA,1.0,0,NA,1.92E-07,-1.27E-07,-1.53E-07,-8.60E-10,4.60E-10,0.1,7.0,97.4%,100.0%,99.8%
Peach Bottom 2,2008-01-01,838126,0,0,0.0,NA,0,0,NA,1.60E-07,-1.27E-07,-1.53E-07,-8.60E-10,2.70E-10,0,7.2,96.6%,100.0%,99.8%
Peach Bottom 2,2008-02-01,795478,0,0,0.0,NA,0,0,NA,1.60E-07,-1.27E-07,-1.53E-07,-8.60E-10,2.70E-10,0,7.0,96.6%,100.0%,99.8%
Peach Bottom 2,2008-03-01,848627,0,0,0.0,NA,0,0,NA,1.60E-07,-1.27E-07,-1.53E-07,-8.60E-10,2.70E-10,0.1,7.0,96.6%,100.0%,99.8%
Peach Bottom 2,2008-04-01,815994,0,0,0.0,NA,0,0,NA,-6.06E-07,-1.27E-07,-1.53E-07,-8.60E-10,-4.44E-10,0.1,7.1,96.4%,100.0%,99.8%
Peach Bottom 2,2008-05-01,831812,0,0,0.0,NA,0,0,NA,-6.06E-07,-1.27E-07,-1.53E-07,-8.60E-10,-4.44E-10,0.1,7.2,96.4%,100.0%,99.8%
Peach Bottom 2,2008-06-01,802010,0,0,0.0,NA,0,0,NA,-6.06E-07,-1.27E-07,-1.53E-07,-8.60E-10,-4.44E-10,0.1,7.2,96.4%,100.0%,99.8%
Peach Bottom 2,2008-07-01,798970,0,0,0.0,NA,0,0,NA,-4.29E-07,-1.27E-07,-1.53E-07,-8.40E-10,1.25E-08,0,7.6,96.5%,100.0%,99.8%
Peach Bottom 2,2008-08-01,732760,0,0,0.0,NA,0,0,NA,-4.29E-07,-1.27E-07,-1.53E-07,-8.40E-10,1.25E-08,0.2,7.4,96.5%,100.0%,99.8%
Peach Bottom 2,2008-09-01,293636,0,0,0.0,NA,0,0,NA,-4.29E-07,-1.27E-07,-1.53E-07,-8.40E-10,1.25E-08,0,7.2,96.5%,100.0%,99.8%
Peach Bottom 2,2008-10-01,276638,0,0.8,0.0,NA,0,0,NA,-4.95E-07,-1.28E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.0,96.6%,98.5%,99.7%
Peach Bottom 2,2008-11-01,828290,0,0.8,0.0,NA,0,0,NA,-4.95E-07,-1.28E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.1,96.6%,98.5%,99.7%
Peach Bottom 2,2008-12-01,854267,0,0.8,0.0,NA,0,0,NA,-4.95E-07,-1.28E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.1,96.6%,98.5%,99.7%
Peach Bottom 2,2009-01-01,851210,0,0,0.0,NA,0,0,NA,-4.34E-07,-1.17E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.1,96.2%,100.0%,99.7%
Peach Bottom 2,2009-02-01,755890,0,0,0.0,NA,0,0,NA,-4.34E-07,-1.17E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.1,96.2%,100.0%,99.7%
Peach Bottom 2,2009-03-01,853156,0,0,0.0,NA,0,0,NA,-4.34E-07,-1.17E-07,-1.53E-07,-8.30E-10,1.45E-08,0,7.1,96.2%,100.0%,99.7%
Peach Bottom 2,2009-04-01,810347,0,0,0.0,NA,0,0,NA,-3.00E-07,-1.17E-07,-1.53E-07,-1.05E-09,1.35E-08,0,7.2,96.6%,100.0%,99.8%
Peach Bottom 2,2009-05-01,851322,0,0,0.0,NA,0,0,NA,-3.00E-07,-1.17E-07,-1.53E-07,-1.05E-09,1.35E-08,0,7.7,96.6%,100.0%,99.8%
Peach Bottom 2,2009-06-01,818545,0,0,0.0,NA,0,0,NA,-3.00E-07,-1.17E-07,-1.53E-07,-1.05E-09,1.35E-08,0,7.4,96.6%,100.0%,99.8%
Peach Bottom 2,2009-07-01,840468,0,0,0.0,NA,0,0,NA,-2.90E-07,-1.17E-07,-1.53E-07,-1.11E-09,1.11E-08,0,7.4,97.4%,100.0%,99.8%
Peach Bottom 2,2009-08-01,836039,0,0,0.0,NA,0,0,NA,-2.90E-07,-1.17E-07,-1.53E-07,-1.11E-09,1.11E-08,0,7.6,97.4%,100.0%,99.8%
Peach Bottom 2,2009-09-01,804673,0,0,0.0,NA,0,0,NA,-2.90E-07,-1.17E-07,-1.53E-07,-1.11E-09,1.11E-08,0.2,7.2,97.4%,100.0%,99.8%
Peach Bottom 2,2009-10-01,849892,0,0.8,0.0,NA,0,0,NA,1.08E-07,-1.16E-07,-1.53E-07,-1.10E-09,1.31E-08,0,7.3,97.4%,100.0%,99.8%
Peach Bottom 2,2009-11-01,826529,0,0.8,0.0,NA,0,0,NA,1.08E-07,-1.16E-07,-1.53E-07,-1.10E-09,1.31E-08,0,7.3,97.4%,100.0%,99.8%
Peach Bottom 2,2009-12-01,843665,0,0.8,0.0,NA,0,0,NA,1.08E-07,-1.16E-07,-1.53E-07,-1.10E-09,1.31E-08,0,7.2,97.4%,100.0%,99.8%
Peach Bottom 3,2007-01-01,840460,0,0.8,0.0,0,1,0,4.00E-08,4.00E-08,6.17E-08,-1.95E-07,-2.26E-09,-5.66E-09,0,5.7,97.3%,100.0%,99.3%
Peach Bottom 3,2007-02-01,752285,0,0.8,0.0,0,1,0,4.00E-08,4.00E-08,6.17E-08,-1.95E-07,-2.26E-09,-5.66E-09,0,5.6,97.3%,100.0%,99.3%
Peach Bottom 3,2007-03-01,840630,0,0.8,0.0,0,1,0,4.00E-08,4.00E-08,6.17E-08,-1.95E-07,-2.26E-09,-5.66E-09,0.1,5.9,97.3%,100.0%,99.3%
Peach Bottom 3,2007-04-01,810893,0,0.8,0.0,0,1,0,6.50E-08,6.50E-08,6.17E-08,-1.68E-07,-9.70E-10,-6.87E-09,0,29.6,98.0%,100.0%,99.5%
Peach Bottom 3,2007-05-01,828507,0,0.8,0.0,0,1,0,6.50E-08,6.50E-08,6.17E-08,-1.68E-07,-9.70E-10,-6.87E-09,0,30.1,98.0%,100.0%,99.5%
Peach Bottom 3,2007-06-01,800648,0,0.8,0.0,0,1,0,6.50E-08,6.50E-08,6.17E-08,-1.68E-07,-9.70E-10,-6.87E-09,0,30.1,98.0%,100.0%,99.5%
Peach Bottom 3,2007-07-01,817370,0,0.8,0.0,0,1,0,1.96E-07,1.96E-07,6.19E-08,-1.68E-07,-9.70E-10,-3.76E-09,0.1,30.1,97.2%,97.7%,99.7%
Peach Bottom 3,2007-08-01,773508,0,0.8,0.0,0,1,0,1.96E-07,1.96E-07,6.19E-08,-1.68E-07,-9.70E-10,-3.76E-09,0,6.7,97.2%,97.7%,99.7%
Peach Bottom 3,2007-09-01,512505,0,0.8,0.0,0,1,0,1.96E-07,1.96E-07,6.19E-08,-1.68E-07,-9.70E-10,-3.76E-09,0,6.6,97.2%,97.7%,99.7%
Peach Bottom 3,2007-10-01,382422,0,0.8,0.0,0,1,0,2.12E-07,2.12E-07,6.23E-08,-1.63E-07,-7.20E-10,-3.16E-09,0.1,6.3,97.4%,100.0%,99.8%
Peach Bottom 3,2007-11-01,821820,0,0.8,0.0,0,1,0,2.12E-07,2.12E-07,6.23E-08,-1.63E-07,-7.20E-10,-3.16E-09,0.2,6.3,97.4%,100.0%,99.8%
Peach Bottom 3,2007-12-01,849770,0,0.8,0.0,0,1,0,2.12E-07,2.12E-07,6.23E-08,-1.63E-07,-7.20E-10,-3.16E-09,0,6.2,97.4%,100.0%,99.8%
Peach Bottom 3,2008-01-01,849405,0,0.8,0.0,0,0,0,1.71E-07,1.71E-07,-7.65E-08,-1.64E-07,-7.20E-10,-3.20E-09,0,6.2,96.6%,100.0%,99.8%
Peach Bottom 3,2008-02-01,678096,0,0.8,0.0,0,0,0,1.71E-07,1.71E-07,-7.65E-08,-1.64E-07,-7.20E-10,-3.20E-09,0,6.2,96.6%,100.0%,99.8%
Peach Bottom 3,2008-03-01,848230,0,0.8,0.0,0,0,0,1.71E-07,1.71E-07,-7.65E-08,-1.64E-07,-7.20E-10,-3.20E-09,0,6.6,96.6%,100.0%,99.8%
Peach Bottom 3,2008-04-01,820086,0,0.8,0.0,0,0,0,-4.21E-07,-4.21E-07,-7.62E-08,-1.36E-07,-7.20E-10,-3.20E-09,0.1,6.6,96.4%,100.0%,99.8%
Peach Bottom 3,2008-05-01,836121,0,0.8,0.0,0,0,0,-4.21E-07,-4.21E-07,-7.62E-08,-1.36E-07,-7.20E-10,-3.20E-09,0,6.6,96.4%,100.0%,99.8%
Peach Bottom 3,2008-06-01,810521,0,0.8,0.0,0,0,0,-4.21E-07,-4.21E-07,-7.62E-08,-1.36E-07,-7.20E-10,-3.20E-09,0.1,6.7,96.4%,100.0%,99.8%
Peach Bottom 3,2008-07-01,832342,0,0.8,0.0,0,0,0,-2.80E-07,-2.80E-07,-7.64E-08,-1.35E-07,-7.20E-10,6.00E-09,0,6.7,96.5%,98.6%,99.8%
Peach Bottom 3,2008-08-01,834972,0,0.8,0.0,0,0,0,-2.80E-07,-2.80E-07,-7.64E-08,-1.35E-07,-7.20E-10,6.00E-09,0.1,6.7,96.5%,98.6%,99.8%
Peach Bottom 3,2008-09-01,803089,0,0.8,0.0,0,0,0,-2.80E-07,-2.80E-07,-7.64E-08,-1.35E-07,-7.20E-10,6.00E-09,0,6.7,96.5%,98.6%,99.8%
Peach Bottom 3,2008-10-01,840186,0,0.8,0.0,0,0,0,-3.65E-07,-3.65E-07,-7.68E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.7,96.6%,98.5%,99.7%
Peach Bottom 3,2008-11-01,819131,0,0.8,0.0,0,0,0,-3.65E-07,-3.65E-07,-7.68E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.6,96.6%,98.5%,99.7%
Peach Bottom 3,2008-12-01,845996,0,0.8,0.0,0,0,0,-3.65E-07,-3.65E-07,-7.68E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.5,96.6%,98.5%,99.7%
Peach Bottom 3,2009-01-01,624651,0,1.6,0.0,0,0,0,-3.34E-07,-3.34E-07,-6.71E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.4,96.2%,100.0%,99.7%
Peach Bottom 3,2009-02-01,765426,0,1.6,0.0,0,0,0,-3.34E-07,-3.34E-07,-6.71E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.6,96.2%,100.0%,99.7%
Peach Bottom 3,2009-03-01,806759,0,1.6,0.0,0,0,0,-3.34E-07,-3.34E-07,-6.71E-08,-1.35E-07,-7.30E-10,9.50E-09,0,6.7,96.2%,100.0%,99.7%
Peach Bottom 3,2009-04-01,816555,0,2.4,0.0,0,0,0,-2.30E-07,-2.30E-07,-9.40E-08,-1.07E-07,-7.30E-10,8.50E-09,0,6.7,96.6%,100.0%,99.8%
Peach Bottom 3,2009-05-01,818468,0,2.4,0.0,0,0,0,-2.30E-07,-2.30E-07,-9.40E-08,-1.07E-07,-7.30E-10,8.50E-09,0,6.8,96.6%,100.0%,99.8%
Peach Bottom 3,2009-06-01,800346,0,2.4,0.0,0,0,0,-2.30E-07,-2.30E-07,-9.40E-08,-1.07E-07,-7.30E-10,8.50E-09,0,6.3,96.6%,100.0%,99.8%
Peach Bottom 3,2009-07-01,819743,0.9,2.6,0.0,0,0,0,-2.57E-07,-2.57E-07,-9.40E-08,-1.06E-07,-7.20E-10,1.05E-08,0,7.0,97.4%,100.0%,99.8%
Peach Bottom 3,2009-08-01,774471,0.9,2.6,0.0,0,0,0,-2.57E-07,-2.57E-07,-9.40E-08,-1.06E-07,-7.20E-10,1.05E-08,0.1,7.0,97.4%,100.0%,99.8%
Peach Bottom 3,2009-09-01,290581,0.9,2.6,0.0,0,0,0,-2.57E-07,-2.57E-07,-9.40E-08,-1.06E-07,-7.20E-10,1.05E-08,0,7.1,97.4%,100.0%,99.8%
Peach Bottom 3,2009-10-01,471796,0.9,2.6,0.0,1,0,0,5.70E-08,5.70E-08,-9.40E-08,-1.06E-07,-9.31E-10,1.25E-08,0.1,7.2,97.4%,100.0%,99.8%
Peach Bottom 3,2009-11-01,825982,0.9,2.6,0.0,1,0,0,5.70E-08,5.70E-08,-9.40E-08,-1.06E-07,-9.31E-10,1.25E-08,0,7.1,97.4%,100.0%,99.8%
Peach Bottom 3,2009-12-01,853315,0.9,2.6,0.0,1,0,0,5.70E-08,5.70E-08,-9.40E-08,-1.06E-07,-9.31E-10,1.25E-08,0,6.4,97.4%,100.0%,99.8%
Perry 1,2007-01-01,925628,0.8,2.4,NA,NA,0,0,NA,1.25E-06,-5.89E-08,-3.16E-08,1.20E-08,-9.40E-08,0,7.7,97.7%,92.9%,98.6%
Perry 1,2007-02-01,841117,0.8,2.4,NA,NA,0,0,NA,1.25E-06,-5.89E-08,-3.16E-08,1.20E-08,-9.40E-08,0,7.3,97.7%,92.9%,98.6%
Perry 1,2007-03-01,906738,0.8,2.4,NA,NA,0,0,NA,1.25E-06,-5.89E-08,-3.16E-08,1.20E-08,-9.40E-08,0,7.3,97.7%,92.9%,98.6%
Perry 1,2007-04-01,8911,1.9,3.7,NA,NA,0,0,NA,1.26E-06,-6.00E-08,-3.14E-08,1.20E-08,-4.33E-07,0,6.7,97.2%,95.9%,99.5%
Perry 1,2007-05-01,294340,1.9,3.7,NA,NA,0,0,NA,1.26E-06,-6.00E-08,-3.14E-08,1.20E-08,-4.33E-07,0,6.7,97.2%,95.9%,99.5%
Perry 1,2007-06-01,684060,1.9,3.7,NA,NA,0,0,NA,1.26E-06,-6.00E-08,-3.14E-08,1.20E-08,-4.33E-07,0,6.7,97.2%,95.9%,99.5%
Perry 1,2007-07-01,168786,2.0,3.0,0.0,NA,0,0,NA,1.07E-06,-6.00E-08,-3.33E-08,1.20E-08,-4.29E-07,NA,6.7,96.8%,96.5%,99.4%
Perry 1,2007-08-01,931004,2.0,3.0,0.0,NA,0,0,NA,1.07E-06,-6.00E-08,-3.33E-08,1.20E-08,-4.29E-07,0,7.0,96.8%,96.5%,99.4%
Perry 1,2007-09-01,898058,2.0,3.0,0.0,NA,0,0,NA,1.07E-06,-6.00E-08,-3.33E-08,1.20E-08,-4.29E-07,0,7.3,96.8%,96.5%,99.4%
Perry 1,2007-10-01,929063,2.0,4.0,1.0,NA,0,0,NA,1.10E-06,-6.10E-08,1.26E-07,1.20E-08,-4.23E-07,0,8.0,96.7%,95.3%,99.3%
Perry 1,2007-11-01,837810,2.0,4.0,1.0,NA,0,0,NA,1.10E-06,-6.10E-08,1.26E-07,1.20E-08,-4.23E-07,0,8.3,96.7%,95.3%,99.3%
Perry 1,2007-12-01,632732,2.0,4.0,1.0,NA,0,0,NA,1.10E-06,-6.10E-08,1.26E-07,1.20E-08,-4.23E-07,0,7.8,96.7%,95.3%,99.3%
Perry 1,2008-01-01,951553,4.0,2.0,1.0,NA,1,0,NA,6.59E-07,-6.10E-08,2.61E-07,1.50E-08,-4.25E-07,0,7.7,96.5%,98.8%,99.2%
Perry 1,2008-02-01,891180,4.0,2.0,1.0,NA,1,0,NA,6.59E-07,-6.10E-08,2.61E-07,1.50E-08,-4.25E-07,0,7.7,96.5%,98.8%,99.2%
Perry 1,2008-03-01,886866,4.0,2.0,1.0,NA,1,0,NA,6.59E-07,-6.10E-08,2.61E-07,1.50E-08,-4.25E-07,0,7.9,96.5%,98.8%,99.2%
Perry 1,2008-04-01,598092,0.9,0,1.0,NA,0,0,NA,6.59E-07,-5.70E-08,3.70E-07,6.20E-08,-4.25E-07,0,7.9,96.5%,97.7%,99.4%
Perry 1,2008-05-01,940362,0.9,0,1.0,NA,0,0,NA,6.59E-07,-5.70E-08,3.70E-07,6.20E-08,-4.25E-07,0,8.0,96.5%,97.7%,99.4%
Perry 1,2008-06-01,880150,0.9,0,1.0,NA,0,0,NA,6.59E-07,-5.70E-08,3.70E-07,6.20E-08,-4.25E-07,0,7.8,96.5%,97.7%,99.4%
Perry 1,2008-07-01,921451,0.8,0,1.0,NA,0,0,NA,6.57E-07,-5.70E-08,3.70E-07,1.05E-07,-4.18E-07,0,8.5,96.2%,98.4%,99.3%
Perry 1,2008-08-01,928586,0.8,0,1.0,NA,0,0,NA,6.57E-07,-5.70E-08,3.70E-07,1.05E-07,-4.18E-07,0,7.8,96.2%,98.4%,99.3%
Perry 1,2008-09-01,890697,0.8,0,1.0,NA,0,0,NA,6.57E-07,-5.70E-08,3.70E-07,1.05E-07,-4.18E-07,0,8.7,96.2%,98.4%,99.3%
Perry 1,2008-10-01,950446,0,0,0.0,NA,0,0,NA,2.72E-07,-5.70E-08,3.70E-07,4.60E-08,-4.05E-07,0,8.5,96.8%,97.1%,99.3%
Perry 1,2008-11-01,914227,0,0,0.0,NA,0,0,NA,2.72E-07,-5.70E-08,3.70E-07,4.60E-08,-4.05E-07,0,8.7,96.8%,97.1%,99.3%
Perry 1,2008-12-01,936983,0,0,0.0,NA,0,0,NA,2.72E-07,-5.70E-08,3.70E-07,4.60E-08,-4.05E-07,0,9.3,96.8%,97.1%,99.3%
Perry 1,2009-01-01,944877,0,0,0.0,NA,1,0,NA,2.79E-07,-5.08E-08,3.70E-07,5.80E-08,-4.00E-07,0,9.4,96.9%,98.8%,99.3%
Perry 1,2009-02-01,657957,0,0,0.0,NA,1,0,NA,2.79E-07,-5.08E-08,3.70E-07,5.80E-08,-4.00E-07,0,9.8,96.9%,98.8%,99.3%
Perry 1,2009-03-01,-6802,0,0,0.0,NA,1,0,NA,2.79E-07,-5.08E-08,3.70E-07,5.80E-08,-4.00E-07,NA,NA,96.9%,98.8%,99.3%
Perry 1,2009-04-01,-10609,1.0,0,0.0,NA,1,0,NA,2.96E-07,-5.67E-08,3.72E-07,-5.96E-08,-3.94E-07,NA,NA,97.3%,97.5%,99.1%
Perry 1,2009-05-01,392649,1.0,0,0.0,NA,1,0,NA,2.96E-07,-5.67E-08,3.72E-07,-5.96E-08,-3.94E-07,0,10.3,97.3%,97.5%,99.1%
Perry 1,2009-06-01,676761,1.0,0,0.0,NA,1,0,NA,2.96E-07,-5.67E-08,3.72E-07,-5.96E-08,-3.94E-07,0,8.3,97.3%,97.5%,99.1%
Perry 1,2009-07-01,907675,1.0,1.0,0.0,NA,1,0,NA,3.15E-07,-5.67E-08,3.74E-07,5.40E-08,-3.86E-07,0,8.8,98.1%,98.2%,99.2%
Perry 1,2009-08-01,928035,1.0,1.0,0.0,NA,1,0,NA,3.15E-07,-5.67E-08,3.74E-07,5.40E-08,-3.86E-07,0.1,9.9,98.1%,98.2%,99.2%
Perry 1,2009-09-01,904217,1.0,1.0,0.0,NA,1,0,NA,3.15E-07,-5.67E-08,3.74E-07,5.40E-08,-3.86E-07,0,11.1,98.1%,98.2%,99.2%
Perry 1,2009-10-01,440263,2.2,2.2,0.0,NA,1,0,NA,2.77E-07,-5.66E-08,3.75E-07,5.40E-08,-5.40E-08,0,10.6,98.5%,94.5%,99.2%
Perry 1,2009-11-01,812520,2.2,2.2,0.0,NA,1,0,NA,2.77E-07,-5.66E-08,3.75E-07,5.40E-08,-5.40E-08,0,8.1,98.5%,94.5%,99.2%
Perry 1,2009-12-01,948929,2.2,2.2,0.0,NA,1,0,NA,2.77E-07,-5.66E-08,3.75E-07,5.40E-08,-5.40E-08,0,7.4,98.5%,94.5%,99.2%
Point Beach 1,2007-01-01,378251,0,0,NA,1,0,0,NA,-1.10E-07,-7.30E-08,-1.12E-06,-8.70E-08,-4.00E-07,0.2,0.7,97.6%,100.0%,99.1%
Point Beach 1,2007-02-01,345506,0,0,NA,1,0,0,NA,-1.10E-07,-7.30E-08,-1.12E-06,-8.70E-08,-4.00E-07,0.2,0.6,97.6%,100.0%,99.1%
Point Beach 1,2007-03-01,377853,0,0,NA,1,0,0,NA,-1.10E-07,-7.30E-08,-1.12E-06,-8.70E-08,-4.00E-07,0.2,1.1,97.6%,100.0%,99.1%
Point Beach 1,2007-04-01,0,0.9,0.9,NA,2,1,0,NA,-2.50E-07,-7.30E-08,-1.12E-06,-8.70E-08,-5.00E-07,NA,0.6,98.4%,100.0%,99.1%
Point Beach 1,2007-05-01,294647,0.9,0.9,NA,2,1,0,NA,-2.50E-07,-7.30E-08,-1.12E-06,-8.70E-08,-5.00E-07,0.1,17.5,98.4%,100.0%,99.1%
Point Beach 1,2007-06-01,207716,0.9,0.9,NA,2,1,0,NA,-2.50E-07,-7.30E-08,-1.12E-06,-8.70E-08,-5.00E-07,0.1,1.4,98.4%,100.0%,99.1%
Point Beach 1,2007-07-01,377647,0.9,0.9,0.0,1,1,0,NA,-4.00E-07,-7.30E-08,-1.12E-06,-8.10E-08,-4.70E-07,0.1,1.2,97.9%,100.0%,98.8%
Point Beach 1,2007-08-01,372665,0.9,0.9,0.0,1,1,0,NA,-4.00E-07,-7.30E-08,-1.12E-06,-8.10E-08,-4.70E-07,0.1,0.2,97.9%,100.0%,98.8%
Point Beach 1,2007-09-01,330715,0.9,0.9,0.0,1,1,0,NA,-4.00E-07,-7.30E-08,-1.12E-06,-8.10E-08,-4.70E-07,0.1,0.5,97.9%,100.0%,98.8%
Point Beach 1,2007-10-01,382305,0.9,0.9,0.0,1,1,0,NA,-4.20E-07,-7.30E-08,-1.12E-06,-8.10E-08,-5.30E-07,0.1,0.4,98.0%,100.0%,98.5%
Point Beach 1,2007-11-01,371891,0.9,0.9,0.0,1,1,0,NA,-4.20E-07,-7.30E-08,-1.12E-06,-8.10E-08,-5.30E-07,0.1,0.3,98.0%,100.0%,98.5%
Point Beach 1,2007-12-01,383108,0.9,0.9,0.0,1,1,0,NA,-4.20E-07,-7.30E-08,-1.12E-06,-8.10E-08,-5.30E-07,0.1,0.8,98.0%,100.0%,98.5%
Point Beach 1,2008-01-01,192381,1.0,1.9,0.0,1,1,0,NA,-4.20E-07,-6.20E-08,-1.17E-06,-3.30E-08,-4.50E-07,0.1,0.1,97.5%,100.0%,98.2%
Point Beach 1,2008-02-01,305014,1.0,1.9,0.0,1,1,0,NA,-4.20E-07,-6.20E-08,-1.17E-06,-3.30E-08,-4.50E-07,0.1,0.1,97.5%,100.0%,98.2%
Point Beach 1,2008-03-01,382532,1.0,1.9,0.0,1,1,0,NA,-4.20E-07,-6.20E-08,-1.17E-06,-3.30E-08,-4.50E-07,0.1,0.1,97.5%,100.0%,98.2%
Point Beach 1,2008-04-01,369419,0,0.8,0.0,0,0,0,NA,-3.00E-07,-4.70E-08,-8.33E-07,-3.40E-08,-3.70E-07,0.1,0.1,97.3%,100.0%,98.5%
Point Beach 1,2008-05-01,374653,0,0.8,0.0,0,0,0,NA,-3.00E-07,-4.70E-08,-8.33E-07,-3.40E-08,-3.70E-07,0.1,0.4,97.3%,100.0%,98.5%
Point Beach 1,2008-06-01,366701,0,0.8,0.0,0,0,0,NA,-3.00E-07,-4.70E-08,-8.33E-07,-3.40E-08,-3.70E-07,0.1,0.3,97.3%,100.0%,98.5%
Point Beach 1,2008-07-01,378364,0,0.8,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-1.00E-08,-3.50E-07,0.2,0.3,96.6%,100.0%,98.8%
Point Beach 1,2008-08-01,369764,0,0.8,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-1.00E-08,-3.50E-07,0.2,0.1,96.6%,100.0%,98.8%
Point Beach 1,2008-09-01,363320,0,0.8,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-1.00E-08,-3.50E-07,0.2,0.1,96.6%,100.0%,98.8%
Point Beach 1,2008-10-01,46224,0,0.9,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-6.00E-09,-1.93E-06,0.1,0,95.9%,100.0%,99.4%
Point Beach 1,2008-11-01,193702,0,0.9,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-6.00E-09,-1.93E-06,0.1,0,95.9%,100.0%,99.4%
Point Beach 1,2008-12-01,381508,0,0.9,0.0,0,0,0,NA,-4.00E-07,-4.70E-08,-8.70E-07,-6.00E-09,-1.93E-06,0.1,0.1,95.9%,100.0%,99.4%
Point Beach 1,2009-01-01,381373,0,0,0.0,0,0,0,NA,2.00E-08,-2.59E-08,-1.17E-06,-5.00E-09,-1.03E-06,0.1,0.2,94.8%,100.0%,99.7%
Point Beach 1,2009-02-01,345921,0,0,0.0,0,0,0,NA,2.00E-08,-2.59E-08,-1.17E-06,-5.00E-09,-1.03E-06,0.1,0.1,94.8%,100.0%,99.7%
