state_of_location,date,power_generated,unplanned_scrams_per_7000_critical_hours,unplanned_power_changes_per_7000_critical_hrs,unplanned_scrams_with_complications,safety_system_functional_failures_pwr,occupational_exposure_control_effectiveness,rets_odcm_radiological_effluent,mitigating_systems_performance_index,emergency_ac_power_system,mitigating_systems_performance_index_high_pressure_injection_system,mitigating_systems_performance_index_heat_removal_system,mitigating_systems_performance_index_residual_heat_removal_system,mitigating_systems_performance_index_cooling_water_systems,reactor_coolant_system_activity,reactor_coolant_system_leakage,drill_exercise_performance,ero_drill_participation,alert_notification_system
Comanche Peak 1,2009-06-01,875500,0,0,0.0,0,1,0,NA,1.30E-07,-7.10E-09,-1.42E-07,5.20E-08,-6.25E-08,0.1,0,97.6%,96.5%,98.9%
Comanche Peak 1,2009-07-01,899887,0,0,0.0,0,0,0,NA,1.30E-07,-3.00E-09,-1.32E-07,5.20E-08,-6.15E-08,0.1,0,97.5%,97.7%,99.1%
Comanche Peak 1,2009-08-01,900421,0,0,0.0,0,0,0,NA,1.30E-07,-3.00E-09,-1.32E-07,5.20E-08,-6.15E-08,0.1,0,97.5%,97.7%,99.1%
Comanche Peak 1,2009-09-01,875294,0,0,0.0,0,0,0,NA,1.30E-07,-3.00E-09,-1.32E-07,5.20E-08,-6.15E-08,0.1,0,97.5%,97.7%,99.1%
Comanche Peak 1,2009-10-01,909455,0,0,0.0,0,0,0,NA,1.80E-07,1.00E-09,-1.30E-07,5.20E-08,-6.15E-08,0.1,0,97.0%,97.7%,99.3%
Comanche Peak 1,2009-11-01,875123,0,0,0.0,0,0,0,NA,1.80E-07,1.00E-09,-1.30E-07,5.20E-08,-6.15E-08,0.1,0,97.0%,97.7%,99.3%
Comanche Peak 1,2009-12-01,913327,0,0,0.0,0,0,0,NA,1.80E-07,1.00E-09,-1.30E-07,5.20E-08,-6.15E-08,0.1,0,97.0%,97.7%,99.3%
Comanche Peak 2,2007-01-01,878422,1.7,0,0.0,0,0,0,NA,-1.76E-06,-1.08E-07,-2.31E-07,-2.95E-08,1.10E-07,0,0,93.6%,98.7%,98.4%
Comanche Peak 2,2007-02-01,792832,1.7,0,0.0,0,0,0,NA,-1.76E-06,-1.08E-07,-2.31E-07,-2.95E-08,1.10E-07,0.1,0,93.6%,98.7%,98.4%
Comanche Peak 2,2007-03-01,875777,1.7,0,0.0,0,0,0,NA,-1.76E-06,-1.08E-07,-2.31E-07,-2.95E-08,1.10E-07,0.1,0,93.6%,98.7%,98.4%
Comanche Peak 2,2007-04-01,846199,1.7,0,0.0,0,0,0,NA,-1.73E-06,-1.08E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,93.6%,94.8%,98.3%
Comanche Peak 2,2007-05-01,870405,1.7,0,0.0,0,0,0,NA,-1.73E-06,-1.08E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,93.6%,94.8%,98.3%
Comanche Peak 2,2007-06-01,839104,1.7,0,0.0,0,0,0,NA,-1.73E-06,-1.08E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,93.6%,94.8%,98.3%
Comanche Peak 2,2007-07-01,862392,1.7,0,1.0,0,1,0,NA,-1.73E-06,-1.07E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,94.6%,97.2%,98.4%
Comanche Peak 2,2007-08-01,860132,1.7,0,1.0,0,1,0,NA,-1.73E-06,-1.07E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,94.6%,97.2%,98.4%
Comanche Peak 2,2007-09-01,834883,1.7,0,1.0,0,1,0,NA,-1.73E-06,-1.07E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,94.6%,97.2%,98.4%
Comanche Peak 2,2007-10-01,867342,0,0,0.0,0,1,0,NA,-1.73E-06,-1.06E-07,-2.21E-07,-2.95E-08,1.10E-07,0.1,0,95.8%,98.6%,99.0%
Comanche Peak 2,2007-11-01,845752,0,0,0.0,0,1,0,NA,-1.73E-06,-1.06E-07,-2.21E-07,-2.95E-08,1.10E-07,0.2,0,95.8%,98.6%,99.0%
Comanche Peak 2,2007-12-01,875758,0,0,0.0,0,1,0,NA,-1.73E-06,-1.06E-07,-2.21E-07,-2.95E-08,1.10E-07,0.4,0,95.8%,98.6%,99.0%
Comanche Peak 2,2008-01-01,875910,1.6,0,0.0,0,1,0,NA,-1.50E-06,-1.05E-07,-2.24E-07,-2.23E-08,1.10E-07,1.3,0,95.3%,92.0%,98.7%
Comanche Peak 2,2008-02-01,820452,1.6,0,0.0,0,1,0,NA,-1.50E-06,-1.05E-07,-2.24E-07,-2.23E-08,1.10E-07,0.7,0,95.3%,92.0%,98.7%
Comanche Peak 2,2008-03-01,747222,1.6,0,0.0,0,1,0,NA,-1.50E-06,-1.05E-07,-2.24E-07,-2.23E-08,1.10E-07,3.9,0,95.3%,92.0%,98.7%
Comanche Peak 2,2008-04-01,279814,1.7,0,0.0,0,1,0,NA,-1.50E-06,-1.07E-07,-2.80E-07,-2.24E-08,-4.40E-07,0,0,95.6%,97.4%,98.3%
Comanche Peak 2,2008-05-01,869640,1.7,0,0.0,0,1,0,NA,-1.50E-06,-1.07E-07,-2.80E-07,-2.24E-08,-4.40E-07,0,0,95.6%,97.4%,98.3%
Comanche Peak 2,2008-06-01,837576,1.7,0,0.0,0,1,0,NA,-1.50E-06,-1.07E-07,-2.80E-07,-2.24E-08,-4.40E-07,0.1,0,95.6%,97.4%,98.3%
Comanche Peak 2,2008-07-01,862323,1.7,0,0.0,0,0,0,NA,-1.50E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,96.2%,98.4%
Comanche Peak 2,2008-08-01,861315,1.7,0,0.0,0,0,0,NA,-1.50E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,96.2%,98.4%
Comanche Peak 2,2008-09-01,835896,1.7,0,0.0,0,0,0,NA,-1.50E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,96.2%,98.4%
Comanche Peak 2,2008-10-01,869450,1.7,0,0.0,0,0,0,NA,-1.40E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,92.7%,98.5%
Comanche Peak 2,2008-11-01,841789,1.7,0,0.0,0,0,0,NA,-1.40E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,92.7%,98.5%
Comanche Peak 2,2008-12-01,874524,1.7,0,0.0,0,0,0,NA,-1.40E-06,-1.08E-07,-2.70E-07,-2.24E-08,-4.40E-07,0.1,0,97.6%,92.7%,98.5%
Comanche Peak 2,2009-01-01,874826,0,0,0.0,0,0,0,NA,-1.65E-06,-2.47E-08,-2.90E-07,-2.64E-08,-2.50E-07,0.1,0,98.0%,96.4%,98.9%
Comanche Peak 2,2009-02-01,790577,0,0,0.0,0,0,0,NA,-1.65E-06,-2.47E-08,-2.90E-07,-2.64E-08,-2.50E-07,0.1,0,98.0%,96.4%,98.9%
Comanche Peak 2,2009-03-01,873107,0,0,0.0,0,0,0,NA,-1.65E-06,-2.47E-08,-2.90E-07,-2.64E-08,-2.50E-07,0.1,0,98.0%,96.4%,98.9%
Comanche Peak 2,2009-04-01,845790,0,0,0.0,0,1,0,NA,-1.65E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.1,0,97.6%,96.5%,98.9%
Comanche Peak 2,2009-05-01,816573,0,0,0.0,0,1,0,NA,-1.65E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.1,0,97.6%,96.5%,98.9%
Comanche Peak 2,2009-06-01,837024,0,0,0.0,0,1,0,NA,-1.65E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.1,0,97.6%,96.5%,98.9%
Comanche Peak 2,2009-07-01,859454,0,0,0.0,0,0,0,NA,-1.60E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.1,0,97.5%,97.7%,99.1%
Comanche Peak 2,2009-08-01,861165,0,0,0.0,0,0,0,NA,-1.60E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.1,0,97.5%,97.7%,99.1%
Comanche Peak 2,2009-09-01,837172,0,0,0.0,0,0,0,NA,-1.60E-06,-2.47E-08,-2.80E-07,-2.64E-08,-2.51E-07,0.2,0,97.5%,97.7%,99.1%
Comanche Peak 2,2009-10-01,170362,0,0,0.0,0,0,0,NA,-1.59E-06,-2.49E-08,-2.66E-07,-2.64E-08,-2.49E-07,0.2,0,97.0%,97.7%,99.3%
Comanche Peak 2,2009-11-01,824475,0,0,0.0,0,0,0,NA,-1.59E-06,-2.49E-08,-2.66E-07,-2.64E-08,-2.49E-07,0.1,0,97.0%,97.7%,99.3%
Comanche Peak 2,2009-12-01,910078,0,0,0.0,0,0,0,NA,-1.59E-06,-2.49E-08,-2.66E-07,-2.64E-08,-2.49E-07,0,0,97.0%,97.7%,99.3%
Cooper,2007-01-01,551175,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.70E-07,2.20E-07,0,6.9,96.9%,100.0%,99.7%
Cooper,2007-02-01,528415,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.70E-07,2.20E-07,0,6.9,96.9%,100.0%,99.7%
Cooper,2007-03-01,581860,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.70E-07,2.20E-07,0,6.6,96.9%,100.0%,99.7%
Cooper,2007-04-01,560976,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.60E-07,2.20E-07,0,6.8,96.9%,99.0%,99.7%
Cooper,2007-05-01,497995,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.60E-07,2.20E-07,0,7.1,96.9%,99.0%,99.7%
Cooper,2007-06-01,553996,0.9,2.6,NA,1,2.0,0,2.70E-06,2.70E-06,-2.30E-08,-1.37E-07,-6.60E-07,2.20E-07,0,7.3,96.9%,99.0%,99.7%
Cooper,2007-07-01,562389,0.9,1.8,0.0,2,2.0,0,2.68E-06,2.68E-06,-2.30E-08,-1.38E-07,-6.60E-07,2.20E-07,0,7.3,95.6%,98.1%,99.4%
Cooper,2007-08-01,556546,0.9,1.8,0.0,2,2.0,0,2.68E-06,2.68E-06,-2.30E-08,-1.38E-07,-6.60E-07,2.20E-07,0,7.1,95.6%,98.1%,99.4%
Cooper,2007-09-01,556189,0.9,1.8,0.0,2,2.0,0,2.68E-06,2.68E-06,-2.30E-08,-1.38E-07,-6.60E-07,2.20E-07,0,7.0,95.6%,98.1%,99.4%
Cooper,2007-10-01,581260,0.8,1.6,0.0,3,0,0,-7.90E-07,-7.90E-07,-2.30E-08,-1.38E-07,-6.50E-07,4.80E-08,0,7.1,95.5%,99.0%,98.5%
Cooper,2007-11-01,556135,0.8,1.6,0.0,3,0,0,-7.90E-07,-7.90E-07,-2.30E-08,-1.38E-07,-6.50E-07,4.80E-08,0,7.3,95.5%,99.0%,98.5%
Cooper,2007-12-01,584312,0.8,1.6,0.0,3,0,0,-7.90E-07,-7.90E-07,-2.30E-08,-1.38E-07,-6.50E-07,4.80E-08,0,7.4,95.5%,99.0%,98.5%
Cooper,2008-01-01,581610,0.8,1.6,0.0,4,0,0,-7.10E-07,-7.10E-07,-2.30E-08,-1.38E-07,-6.20E-07,4.80E-08,0,7.7,95.7%,97.3%,98.3%
Cooper,2008-02-01,536581,0.8,1.6,0.0,4,0,0,-7.10E-07,-7.10E-07,-2.30E-08,-1.38E-07,-6.20E-07,4.80E-08,0,7.7,95.7%,97.3%,98.3%
Cooper,2008-03-01,520326,0.8,1.6,0.0,4,0,0,-7.10E-07,-7.10E-07,-2.30E-08,-1.38E-07,-6.20E-07,4.80E-08,0,7.9,95.7%,97.3%,98.3%
Cooper,2008-04-01,171925,0,1.8,0.0,3,0,0,-7.30E-07,-7.30E-07,-2.20E-08,-1.34E-07,-6.40E-07,1.38E-07,0,7.9,96.1%,97.4%,98.1%
Cooper,2008-05-01,218031,0,1.8,0.0,3,0,0,-7.30E-07,-7.30E-07,-2.20E-08,-1.34E-07,-6.40E-07,1.38E-07,0,6.2,96.1%,97.4%,98.1%
Cooper,2008-06-01,552091,0,1.8,0.0,3,0,0,-7.30E-07,-7.30E-07,-2.20E-08,-1.34E-07,-6.40E-07,1.38E-07,0,7.0,96.1%,97.4%,98.1%
Cooper,2008-07-01,565277,0.9,1.8,0.0,2,0,0,-7.00E-07,-7.00E-07,-2.20E-08,-1.34E-07,-6.50E-07,1.38E-07,0,7.3,96.3%,95.6%,98.2%
Cooper,2008-08-01,504174,0.9,1.8,0.0,2,0,0,-7.00E-07,-7.00E-07,-2.20E-08,-1.34E-07,-6.50E-07,1.38E-07,0,7.5,96.3%,95.6%,98.2%
Cooper,2008-09-01,565840,0.9,1.8,0.0,2,0,0,-7.00E-07,-7.00E-07,-2.20E-08,-1.34E-07,-6.50E-07,1.38E-07,0,6.5,96.3%,95.6%,98.2%
Cooper,2008-10-01,590080,0.9,0.9,0.0,1,0,0,2.93E-06,2.93E-06,-3.50E-08,-1.34E-07,-6.40E-07,4.90E-07,0,6.5,96.1%,99.2%,99.3%
Cooper,2008-11-01,569225,0.9,0.9,0.0,1,0,0,2.93E-06,2.93E-06,-3.50E-08,-1.34E-07,-6.40E-07,4.90E-07,0,6.4,96.1%,99.2%,99.3%
Cooper,2008-12-01,588920,0.9,0.9,0.0,1,0,0,2.93E-06,2.93E-06,-3.50E-08,-1.34E-07,-6.40E-07,4.90E-07,0,6.5,96.1%,99.2%,99.3%
Cooper,2009-01-01,587498,0.9,0,0.0,1,0,0,4.65E-07,4.65E-07,-1.40E-07,-1.37E-07,-2.28E-07,2.62E-07,0,6.6,96.6%,99.2%,99.2%
Cooper,2009-02-01,504938,0.9,0,0.0,1,0,0,4.65E-07,4.65E-07,-1.40E-07,-1.37E-07,-2.28E-07,2.62E-07,0,6.6,96.6%,99.2%,99.2%
Cooper,2009-03-01,435330,0.9,0,0.0,1,0,0,4.65E-07,4.65E-07,-1.40E-07,-1.37E-07,-2.28E-07,2.62E-07,0,6.6,96.6%,99.2%,99.2%
Cooper,2009-04-01,568654,0.8,0,0.0,1,0,0,5.00E-07,5.00E-07,-1.33E-07,-1.37E-07,-2.10E-07,2.59E-07,0,6.8,96.8%,99.2%,99.2%
Cooper,2009-05-01,583854,0.8,0,0.0,1,0,0,5.00E-07,5.00E-07,-1.33E-07,-1.37E-07,-2.10E-07,2.59E-07,0,6.4,96.8%,99.2%,99.2%
Cooper,2009-06-01,561883,0.8,0,0.0,1,0,0,5.00E-07,5.00E-07,-1.33E-07,-1.37E-07,-2.10E-07,2.59E-07,0,6.4,96.8%,99.2%,99.2%
Cooper,2009-07-01,576686,0,0,0.0,1,0,0,7.60E-07,7.60E-07,-1.36E-07,-1.37E-07,-2.09E-07,2.59E-07,0,6.2,97.7%,99.2%,99.4%
Cooper,2009-08-01,572285,0,0,0.0,1,0,0,7.60E-07,7.60E-07,-1.36E-07,-1.37E-07,-2.09E-07,2.59E-07,0,6.2,97.7%,99.2%,99.4%
Cooper,2009-09-01,435733,0,0,0.0,1,0,0,7.60E-07,7.60E-07,-1.36E-07,-1.37E-07,-2.09E-07,2.59E-07,0,6.4,97.7%,99.2%,99.4%
Cooper,2009-10-01,0,0.9,1.8,0.0,1,0,0,8.10E-07,8.10E-07,3.77E-07,-1.27E-07,-2.08E-07,1.49E-07,NA,NA,98.0%,99.2%,99.5%
Cooper,2009-11-01,317583,0.9,1.8,0.0,1,0,0,8.10E-07,8.10E-07,3.77E-07,-1.27E-07,-2.08E-07,1.49E-07,0,7.4,98.0%,99.2%,99.5%
Cooper,2009-12-01,590135,0.9,1.8,0.0,1,0,0,8.10E-07,8.10E-07,3.77E-07,-1.27E-07,-2.08E-07,1.49E-07,0,6.6,98.0%,99.2%,99.5%
Davis-Besse,2007-01-01,668923,0.9,0,NA,0,0,0,3.58E-07,NA,8.90E-08,-8.80E-07,1.71E-07,-1.80E-07,0.9,0.5,97.0%,98.9%,99.9%
Davis-Besse,2007-02-01,601820,0.9,0,NA,0,0,0,3.58E-07,NA,8.90E-08,-8.80E-07,1.71E-07,-1.80E-07,0.9,0.4,97.0%,98.9%,99.9%
Davis-Besse,2007-03-01,639963,0.9,0,NA,0,0,0,3.58E-07,NA,8.90E-08,-8.80E-07,1.71E-07,-1.80E-07,1.0,0.7,97.0%,98.9%,99.9%
Davis-Besse,2007-04-01,643498,0.8,0,NA,0,0,0,3.43E-07,NA,9.60E-08,-7.94E-07,1.11E-07,-1.80E-07,1.0,0.8,97.4%,94.8%,99.9%
Davis-Besse,2007-05-01,630043,0.8,0,NA,0,0,0,3.43E-07,NA,9.60E-08,-7.94E-07,1.11E-07,-1.80E-07,1.0,0.5,97.4%,94.8%,99.9%
Davis-Besse,2007-06-01,640493,0.8,0,NA,0,0,0,3.43E-07,NA,9.60E-08,-7.94E-07,1.11E-07,-1.80E-07,1.0,0.7,97.4%,94.8%,99.9%
Davis-Besse,2007-07-01,661833,0,0,0.0,0,0,0,2.39E-07,NA,1.80E-08,-8.39E-07,1.21E-07,-1.80E-07,1.1,0.5,97.5%,98.1%,99.8%
Davis-Besse,2007-08-01,658993,0,0,0.0,0,0,0,2.39E-07,NA,1.80E-08,-8.39E-07,1.21E-07,-1.80E-07,1.1,0.5,97.5%,98.1%,99.8%
Davis-Besse,2007-09-01,629766,0,0,0.0,0,0,0,2.39E-07,NA,1.80E-08,-8.39E-07,1.21E-07,-1.80E-07,1.1,0.5,97.5%,98.1%,99.8%
Davis-Besse,2007-10-01,663599,0,0,0.0,1,0,0,5.02E-08,NA,4.20E-09,-5.70E-07,5.37E-08,-8.83E-09,1.2,0.6,96.9%,100.0%,99.8%
Davis-Besse,2007-11-01,646539,0,0,0.0,1,0,0,5.02E-08,NA,4.20E-09,-5.70E-07,5.37E-08,-8.83E-09,1.2,0.6,96.9%,100.0%,99.8%
Davis-Besse,2007-12-01,620332,0,0,0.0,1,0,0,5.02E-08,NA,4.20E-09,-5.70E-07,5.37E-08,-8.83E-09,1.3,0.5,96.9%,100.0%,99.8%
Davis-Besse,2008-01-01,-6155,0,0,0.0,1,1,0,4.36E-08,NA,8.80E-09,-5.92E-07,5.54E-08,-8.73E-09,NA,0.7,96.9%,100.0%,99.4%
Davis-Besse,2008-02-01,297934,0,0,0.0,1,1,0,4.36E-08,NA,8.80E-09,-5.92E-07,5.54E-08,-8.73E-09,4.3,1.1,96.9%,100.0%,99.4%
Davis-Besse,2008-03-01,662611,0,0,0.0,1,1,0,4.36E-08,NA,8.80E-09,-5.92E-07,5.54E-08,-8.73E-09,16.0,1.2,96.9%,100.0%,99.4%
Davis-Besse,2008-04-01,637980,0,0,0.0,1,1,0,2.94E-08,NA,5.60E-09,-6.05E-07,5.70E-08,-8.18E-09,1.6,1.3,95.6%,97.9%,99.5%
Davis-Besse,2008-05-01,668821,0,0,0.0,1,1,0,2.94E-08,NA,5.60E-09,-6.05E-07,5.70E-08,-8.18E-09,1.7,1.3,95.6%,97.9%,99.5%
Davis-Besse,2008-06-01,631100,0,0,0.0,1,1,0,2.94E-08,NA,5.60E-09,-6.05E-07,5.70E-08,-8.18E-09,1.1,1.3,95.6%,97.9%,99.5%
Davis-Besse,2008-07-01,667935,0,0,0.0,1,1,0,9.00E-09,NA,-3.23E-09,-5.95E-07,5.16E-08,-8.38E-09,1.0,1.6,95.7%,98.9%,99.6%
Davis-Besse,2008-08-01,674678,0,0,0.0,1,1,0,9.00E-09,NA,-3.23E-09,-5.95E-07,5.16E-08,-8.38E-09,0.6,1.6,95.7%,98.9%,99.6%
Davis-Besse,2008-09-01,654173,0,0,0.0,1,1,0,9.00E-09,NA,-3.23E-09,-5.95E-07,5.16E-08,-8.38E-09,0.5,1.8,95.7%,98.9%,99.6%
Davis-Besse,2008-10-01,682609,0,0.9,0.0,0,1,0,5.10E-08,NA,-4.46E-09,-6.04E-07,4.19E-08,-7.10E-09,0.5,1.8,96.7%,99.0%,99.6%
Davis-Besse,2008-11-01,662497,0,0.9,0.0,0,1,0,5.10E-08,NA,-4.46E-09,-6.04E-07,4.19E-08,-7.10E-09,0.5,1.9,96.7%,99.0%,99.6%
Davis-Besse,2008-12-01,589102,0,0.9,0.0,0,1,0,5.10E-08,NA,-4.46E-09,-6.04E-07,4.19E-08,-7.10E-09,0.8,2.2,96.7%,99.0%,99.6%
Davis-Besse,2009-01-01,684652,0,0.8,0.0,0,0,0,-1.72E-07,NA,-3.10E-09,-6.31E-07,3.90E-08,-7.10E-09,0.7,2.8,97.0%,100.0%,99.9%
Davis-Besse,2009-02-01,617619,0,0.8,0.0,0,0,0,-1.72E-07,NA,-3.10E-09,-6.31E-07,3.90E-08,-7.10E-09,0.6,4.5,97.0%,100.0%,99.9%
Davis-Besse,2009-03-01,680913,0,0.8,0.0,0,0,0,-1.72E-07,NA,-3.10E-09,-6.31E-07,3.90E-08,-7.10E-09,0.7,5.4,97.0%,100.0%,99.9%
Davis-Besse,2009-04-01,264381,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.28E-09,-6.21E-07,2.40E-08,-6.70E-09,0.8,5.3,95.8%,100.0%,99.9%
Davis-Besse,2009-05-01,679928,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.28E-09,-6.21E-07,2.40E-08,-6.70E-09,0.9,1.1,95.8%,100.0%,99.9%
Davis-Besse,2009-06-01,652887,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.28E-09,-6.21E-07,2.40E-08,-6.70E-09,0.9,1.1,95.8%,100.0%,99.9%
Davis-Besse,2009-07-01,675845,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.27E-09,-6.22E-07,2.50E-08,-6.90E-09,1.0,1.8,94.8%,100.0%,99.9%
Davis-Besse,2009-08-01,674620,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.27E-09,-6.22E-07,2.50E-08,-6.90E-09,0.7,1.7,94.8%,100.0%,99.9%
Davis-Besse,2009-09-01,654194,0,0.8,0.0,0,1,0,-1.63E-07,NA,-3.27E-09,-6.22E-07,2.50E-08,-6.90E-09,0.9,1.2,94.8%,100.0%,99.9%
Davis-Besse,2009-10-01,681912,0,0,0.0,0,1,0,-1.61E-07,NA,-3.17E-09,-6.12E-07,1.40E-08,-6.90E-09,0.9,0.9,94.7%,100.0%,100.0%
Davis-Besse,2009-11-01,659961,0,0,0.0,0,1,0,-1.61E-07,NA,-3.17E-09,-6.12E-07,1.40E-08,-6.90E-09,1.0,0.7,94.7%,100.0%,100.0%
Davis-Besse,2009-12-01,682700,0,0,0.0,0,1,0,-1.61E-07,NA,-3.17E-09,-6.12E-07,1.40E-08,-6.90E-09,1.2,0.6,94.7%,100.0%,100.0%
Diablo Canyon 1,2007-01-01,847999,0,0,0.0,0,1.0,0,NA,-8.02E-08,-2.00E-10,7.80E-08,2.21E-08,2.25E-07,0,1.0,94.4%,95.5%,99.7%
Diablo Canyon 1,2007-02-01,764285,0,0,0.0,0,1.0,0,NA,-8.02E-08,-2.00E-10,7.80E-08,2.21E-08,2.25E-07,0,1.1,94.4%,95.5%,99.7%
Diablo Canyon 1,2007-03-01,849331,0,0,0.0,0,1.0,0,NA,-8.02E-08,-2.00E-10,7.80E-08,2.21E-08,2.25E-07,0,3.1,94.4%,95.5%,99.7%
Diablo Canyon 1,2007-04-01,792255,0,0,0.0,0,1.0,0,NA,-9.19E-08,-4.80E-09,1.20E-08,-4.19E-08,2.33E-07,0,4.5,95.8%,100.0%,99.7%
Diablo Canyon 1,2007-05-01,18774,0,0,0.0,0,1.0,0,NA,-9.19E-08,-4.80E-09,1.20E-08,-4.19E-08,2.33E-07,NA,0,95.8%,100.0%,99.7%
Diablo Canyon 1,2007-06-01,816177,0,0,0.0,0,1.0,0,NA,-9.19E-08,-4.80E-09,1.20E-08,-4.19E-08,2.33E-07,0,0.9,95.8%,100.0%,99.7%
Diablo Canyon 1,2007-07-01,850688,0,0.9,0.0,0,1.0,0,NA,-9.55E-08,-4.80E-09,-2.00E-09,-4.19E-08,2.59E-07,0,0.7,96.9%,100.0%,99.8%
Diablo Canyon 1,2007-08-01,629542,0,0.9,0.0,0,1.0,0,NA,-9.55E-08,-4.80E-09,-2.00E-09,-4.19E-08,2.59E-07,0,0.7,96.9%,100.0%,99.8%
Diablo Canyon 1,2007-09-01,823812,0,0.9,0.0,0,1.0,0,NA,-9.55E-08,-4.80E-09,-2.00E-09,-4.19E-08,2.59E-07,0,0.8,96.9%,100.0%,99.8%
Diablo Canyon 1,2007-10-01,850197,0,0.9,0.0,0,1.0,0,NA,-9.30E-08,-4.30E-09,9.00E-09,-4.19E-08,2.45E-07,0,0.7,96.5%,100.0%,99.8%
Diablo Canyon 1,2007-11-01,816087,0,0.9,0.0,0,1.0,0,NA,-9.30E-08,-4.30E-09,9.00E-09,-4.19E-08,2.45E-07,0,0.8,96.5%,100.0%,99.8%
Diablo Canyon 1,2007-12-01,809202,0,0.9,0.0,0,1.0,0,NA,-9.30E-08,-4.30E-09,9.00E-09,-4.19E-08,2.45E-07,0,1.3,96.5%,100.0%,99.8%
Diablo Canyon 1,2008-01-01,829773,0,1.8,0.0,0,0.0,0,NA,-9.00E-08,-4.90E-09,9.00E-09,-4.19E-08,2.58E-07,0,0.8,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-02-01,788126,0,1.8,0.0,0,0.0,0,NA,-9.00E-08,-4.90E-09,9.00E-09,-4.19E-08,2.58E-07,0,0.7,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-03-01,843116,0,1.8,0.0,0,0.0,0,NA,-9.00E-08,-4.90E-09,9.00E-09,-4.19E-08,2.58E-07,0,0.6,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-04-01,812093,0,1.6,0.0,0,0.0,0,NA,-9.47E-08,-4.90E-09,9.00E-09,-4.19E-08,2.84E-07,0,0.6,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-05-01,792870,0,1.6,0.0,0,0.0,0,NA,-9.47E-08,-4.90E-09,9.00E-09,-4.19E-08,2.84E-07,0,0.6,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-06-01,816888,0,1.6,0.0,0,0.0,0,NA,-9.47E-08,-4.90E-09,9.00E-09,-4.19E-08,2.84E-07,0,0.5,95.1%,100.0%,99.9%
Diablo Canyon 1,2008-07-01,841323,0,0.8,0.0,0,0.0,0,NA,-9.55E-08,-4.30E-09,-7.93E-08,-4.16E-08,2.76E-07,0,1.1,94.8%,98.7%,99.9%
Diablo Canyon 1,2008-08-01,840916,0,0.8,0.0,0,0.0,0,NA,-9.55E-08,-4.30E-09,-7.93E-08,-4.16E-08,2.76E-07,0,1.7,94.8%,98.7%,99.9%
Diablo Canyon 1,2008-09-01,809462,0,0.8,0.0,0,0.0,0,NA,-9.55E-08,-4.30E-09,-7.93E-08,-4.16E-08,2.76E-07,0,0.7,94.8%,98.7%,99.9%
Diablo Canyon 1,2008-10-01,816790,0,1.6,0.0,0,0.0,0,NA,-5.97E-07,-4.40E-09,-8.03E-08,-4.19E-08,-2.61E-08,0,0.9,94.8%,100.0%,100.0%
Diablo Canyon 1,2008-11-01,809953,0,1.6,0.0,0,0.0,0,NA,-5.97E-07,-4.40E-09,-8.03E-08,-4.19E-08,-2.61E-08,0,1.1,94.8%,100.0%,100.0%
Diablo Canyon 1,2008-12-01,837332,0,1.6,0.0,0,0.0,0,NA,-5.97E-07,-4.40E-09,-8.03E-08,-4.19E-08,-2.61E-08,0,0.8,94.8%,100.0%,100.0%
