state_of_location,date,power_generated,overall_safety_score
Perry 1,2008-07-01,921451,-0.3535952995715872
Perry 1,2008-08-01,928586,-0.34205690287115514
Perry 1,2008-09-01,890697,-0.35689198434313923
Perry 1,2008-10-01,950446,8.9491041112362e-4
Perry 1,2008-11-01,914227,-0.0024017743604283948
Perry 1,2008-12-01,936983,-0.012291828675084488
Perry 1,2009-01-01,944877,-0.23515599593514222
Perry 1,2009-02-01,657957,-0.24174936547824627
Perry 1,2009-03-01,-6802,-0.18773592969530392
Perry 1,2009-04-01,-10609,-0.2134255844166781
Perry 1,2009-05-01,392649,-0.27201078145401847
Perry 1,2009-06-01,676761,-0.23904393373849825
Perry 1,2009-07-01,907675,-0.41474108635779583
Perry 1,2009-08-01,928035,-0.4404326524943275
Perry 1,2009-09-01,904217,-0.4526529612306441
Perry 1,2009-10-01,440263,-0.5932836351484778
Perry 1,2009-11-01,812520,-0.5520750755040775
Perry 1,2009-12-01,948929,-0.5405366788036454
Point Beach 1,2007-01-01,378251,0.31000999285409964
Point Beach 1,2007-02-01,345506,0.31165833523987563
Point Beach 1,2007-03-01,377853,0.30341662331099556
Point Beach 1,2007-04-01,0,-0.12198432610113052
Point Beach 1,2007-05-01,294647,-0.37714830634925306
Point Beach 1,2007-06-01,207716,-0.11176518223931511
Point Beach 1,2007-07-01,377647,0.046448731987328525
Point Beach 1,2007-08-01,372665,0.06183326092123796
Point Beach 1,2007-09-01,330715,0.057217902241065134
Point Beach 1,2007-10-01,382305,0.08706586764171345
Point Beach 1,2007-11-01,371891,0.08860432053510439
Point Beach 1,2007-12-01,383108,0.08091205606814966
Point Beach 1,2008-01-01,192381,0.04349373361403058
Point Beach 1,2008-02-01,305014,0.04349373361403058
Point Beach 1,2008-03-01,382532,0.04349373361403058
Point Beach 1,2008-04-01,369419,0.3431721326027616
Point Beach 1,2008-05-01,374653,0.33855677392258876
Point Beach 1,2008-06-01,366701,0.3400952268159797
Point Beach 1,2008-07-01,378364,0.3384262607855587
Point Beach 1,2008-08-01,369764,0.34150316657234064
Point Beach 1,2008-09-01,363320,0.34150316657234064
Point Beach 1,2008-10-01,46224,0.45133607257601105
Point Beach 1,2008-11-01,193702,0.45133607257601105
Point Beach 1,2008-12-01,381508,0.4497976196826201
Point Beach 1,2009-01-01,381373,0.4847773052974787
Point Beach 1,2009-02-01,345921,0.48631575819086964
Point Beach 1,2009-03-01,383076,0.48631575819086964
Point Beach 1,2009-04-01,371130,0.3533963217209174
Point Beach 1,2009-05-01,332816,0.3503194159341355
Point Beach 1,2009-06-01,368530,0.3533963217209174
Point Beach 1,2009-07-01,379202,0.15803179531110312
Point Beach 1,2009-08-01,379491,0.16264715399127594
Point Beach 1,2009-09-01,357522,0.16572405977805785
Point Beach 1,2009-10-01,376841,0.08895702368383608
Point Beach 1,2009-11-01,327645,0.08588011789705419
Point Beach 1,2009-12-01,381835,0.07818785343009947
Point Beach 2,2007-01-01,387663,0.3737738104470493
Point Beach 2,2007-02-01,348620,0.3719986724931367
Point Beach 2,2007-03-01,387954,0.3702235345392241
Point Beach 2,2007-04-01,370255,0.07960846631102936
Point Beach 2,2007-05-01,373977,0.07783332835711673
Point Beach 2,2007-06-01,369010,0.09380956994233039
Point Beach 2,2007-07-01,380757,-0.034039094088328205
Point Beach 2,2007-08-01,375278,-0.04392914840298427
Point Beach 2,2007-09-01,326128,-0.06137900261063589
Point Beach 2,2007-10-01,381738,-0.07791430767754312
Point Beach 2,2007-11-01,378197,-0.08450767722064718
Point Beach 2,2007-12-01,382632,-0.07461762290599111
Point Beach 2,2008-01-01,387786,-0.044265611131059104
Point Beach 2,2008-02-01,362746,-0.04096892635950709
Point Beach 2,2008-03-01,387502,-0.04756229590261113
Point Beach 2,2008-04-01,57578,0.2400649827707488
Point Beach 2,2008-05-01,222633,0.24665835231385286
Point Beach 2,2008-06-01,371916,0.24830669469962885
Point Beach 2,2008-07-01,381269,0.406500615428473
Point Beach 2,2008-08-01,372178,0.404852273042697
Point Beach 2,2008-09-01,364776,0.406500615428473
Point Beach 2,2008-10-01,381703,0.7571827295902128
Point Beach 2,2008-11-01,372601,0.7571827295902128
Point Beach 2,2008-12-01,380945,0.7555343872044369
Point Beach 2,2009-01-01,381875,0.6540905079194362
Point Beach 2,2009-02-01,345100,0.6507938231478843
Point Beach 2,2009-03-01,382267,0.6507938231478843
Point Beach 2,2009-04-01,370950,0.6010523306333294
Point Beach 2,2009-05-01,364101,0.6010523306333294
Point Beach 2,2009-06-01,367971,0.5977556458617774
Point Beach 2,2009-07-01,378343,0.35296912497286353
Point Beach 2,2009-08-01,379008,0.35296912497286353
Point Beach 2,2009-09-01,356748,0.35132078258708754
Point Beach 2,2009-10-01,166754,0.3120686779410415
Point Beach 2,2009-11-01,0,0.3280859537007094
Point Beach 2,2009-12-01,289334,0.3104203355552655
Prairie Island 1,2007-01-01,407570,-0.16978466850828416
Prairie Island 1,2007-02-01,367936,-0.16978466850828416
Prairie Island 1,2007-03-01,406143,-0.16978466850828416
Prairie Island 1,2007-04-01,355186,0.03093035427177596
Prairie Island 1,2007-05-01,205372,0.03093035427177596
Prairie Island 1,2007-06-01,373571,0.03093035427177596
Prairie Island 1,2007-07-01,389599,-0.023337647640513024
Prairie Island 1,2007-08-01,391511,-0.023337647640513024
Prairie Island 1,2007-09-01,382919,-0.023337647640513024
Prairie Island 1,2007-10-01,421936,-0.008833995921982423
Prairie Island 1,2007-11-01,395971,-0.008833995921982423
Prairie Island 1,2007-12-01,356378,-0.008833995921982423
Prairie Island 1,2008-01-01,406183,-0.11906818066241723
Prairie Island 1,2008-02-01,136801,-0.11906818066241723
Prairie Island 1,2008-03-01,74310,-0.14982556740067104
Prairie Island 1,2008-04-01,381922,0.07253656573175195
Prairie Island 1,2008-05-01,386128,0.07253656573175195
Prairie Island 1,2008-06-01,370060,0.07253656573175195
Prairie Island 1,2008-07-01,372171,-0.08207356417108402
Prairie Island 1,2008-08-01,357498,-0.08207356417108402
Prairie Island 1,2008-09-01,380298,-0.08207356417108402
Prairie Island 1,2008-10-01,399754,2.599750721558436e-4
Prairie Island 1,2008-11-01,390597,2.599750721558436e-4
Prairie Island 1,2008-12-01,403735,2.599750721558436e-4
Prairie Island 1,2009-01-01,403461,-0.004404137216507236
Prairie Island 1,2009-02-01,361572,-0.016711760363634795
Prairie Island 1,2009-03-01,402938,-0.016711760363634795
Prairie Island 1,2009-04-01,380782,-0.3579964846516264
Prairie Island 1,2009-05-01,300615,-0.37030410779875395
Prairie Island 1,2009-06-01,371873,-0.39491935409300905
Prairie Island 1,2009-07-01,389571,-0.20269803228352626
Prairie Island 1,2009-08-01,388039,-0.20269803228352626
Prairie Island 1,2009-09-01,127730,-0.20269803228352626
Prairie Island 1,2009-10-01,-2537,-0.2873654740817001
Prairie Island 1,2009-11-01,68733,-0.22487060984364224
Prairie Island 1,2009-12-01,404836,-0.19372557895602985
Prairie Island 2,2007-01-01,403384,-0.03714572645564216
Prairie Island 2,2007-01-01,403384,-0.03714572645564216
Prairie Island 2,2007-01-01,403384,-0.0211972489019522
Prairie Island 2,2007-02-01,364113,-0.03714572645564216
Prairie Island 2,2007-02-01,364113,-0.03714572645564216
Prairie Island 2,2007-02-01,364113,-0.0211972489019522
Prairie Island 2,2007-03-01,271748,-0.03714572645564216
Prairie Island 2,2007-03-01,271748,-0.03714572645564216
Prairie Island 2,2007-03-01,271748,-0.0211972489019522
Prairie Island 2,2007-04-01,332818,-0.18193630198193098
Prairie Island 2,2007-04-01,332818,-0.3615728342649351
Prairie Island 2,2007-05-01,388982,-0.18193630198193098
Prairie Island 2,2007-05-01,388982,-0.3615728342649351
Prairie Island 2,2007-06-01,372143,-0.18193630198193098
Prairie Island 2,2007-06-01,372143,-0.3615728342649351
Prairie Island 2,2007-07-01,386086,-0.3759614864339597
Prairie Island 2,2007-07-01,386086,-0.4157285232423345
Prairie Island 2,2007-08-01,388385,-0.3759614864339597
Prairie Island 2,2007-08-01,388385,-0.4157285232423345
Prairie Island 2,2007-09-01,359655,-0.3759614864339597
Prairie Island 2,2007-09-01,359655,-0.4157285232423345
Prairie Island 2,2007-10-01,393368,-0.15730196890275722
Prairie Island 2,2007-10-01,393368,-0.17712275409142003
Prairie Island 2,2007-11-01,391828,-0.15730196890275722
Prairie Island 2,2007-11-01,391828,-0.17712275409142003
Prairie Island 2,2007-12-01,404129,-0.15730196890275722
Prairie Island 2,2007-12-01,404129,-0.17712275409142003
Prairie Island 2,2008-01-01,404313,-0.1902625778204779
Prairie Island 2,2008-01-01,404313,-0.21220616818072535
Prairie Island 2,2008-02-01,378285,-0.1902625778204779
Prairie Island 2,2008-02-01,378285,-0.21220616818072535
Prairie Island 2,2008-03-01,394759,-0.1902625778204779
Prairie Island 2,2008-03-01,394759,-0.21220616818072535
Prairie Island 2,2008-04-01,380470,0.2552909364531325
Prairie Island 2,2008-04-01,380470,0.2613358323170675
Prairie Island 2,2008-05-01,386630,0.2552909364531325
Prairie Island 2,2008-05-01,386630,0.2613358323170675
Prairie Island 2,2008-06-01,373176,0.2552909364531325
Prairie Island 2,2008-06-01,373176,0.2613358323170675
Prairie Island 2,2008-07-01,384652,0.2206304318472178
Prairie Island 2,2008-07-01,384652,0.14559925986544597
Prairie Island 2,2008-08-01,385795,0.18601524174592157
Prairie Island 2,2008-08-01,385795,0.10867639042406331
Prairie Island 2,2008-09-01,229380,0.2624571198862841
Prairie Island 2,2008-09-01,229380,0.19021439377378335
Prairie Island 2,2008-10-01,0,0.1295528343982201
Prairie Island 2,2008-10-01,0,0.13979476261440238
Prairie Island 2,2008-11-01,338349,0.14092673435290237
Prairie Island 2,2008-11-01,338349,0.13979476261440238
Prairie Island 2,2008-12-01,403556,0.11208074260182216
Prairie Island 2,2008-12-01,403556,0.10902570474658349
Prairie Island 2,2009-01-01,403735,0.1289843302460746
Prairie Island 2,2009-01-01,403735,0.1270561982337861
Prairie Island 2,2009-02-01,364629,0.10013833849499441
Prairie Island 2,2009-02-01,364629,0.09628714036596724
Prairie Island 2,2009-03-01,402467,0.09725373931988639
Prairie Island 2,2009-03-01,402467,0.09321023457918534
Prairie Island 2,2009-04-01,382100,-0.05429413279982166
Prairie Island 2,2009-04-01,382100,-0.06471239120199966
Prairie Island 2,2009-05-01,379906,-0.04996723403715963
Prairie Island 2,2009-05-01,379906,-0.06009703252182682
Prairie Island 2,2009-06-01,373994,-0.04996723403715963
Prairie Island 2,2009-06-01,373994,-0.06009703252182682
Prairie Island 2,2009-07-01,390007,0.0030709610504502946
Prairie Island 2,2009-07-01,390007,-0.0035229577617095645
Prairie Island 2,2009-08-01,386448,0.01172475857577436
Prairie Island 2,2009-08-01,386448,0.005707759598636107
Prairie Island 2,2009-09-01,378416,0.010282458988220347
Prairie Island 2,2009-09-01,378416,0.004169306705245159
Prairie Island 2,2009-10-01,401654,0.05348422148392256
Prairie Island 2,2009-10-01,401654,0.023871188255054694
Prairie Island 2,2009-11-01,388687,0.054926521071476574
Prairie Island 2,2009-11-01,388687,0.02540964114844564
Prairie Island 2,2009-12-01,401305,0.054926521071476574
Prairie Island 2,2009-12-01,401305,0.02540964114844564
Quad Cities 1,2007-01-01,649380,-0.2898452121851068
Quad Cities 1,2007-02-01,585796,-0.28728112402945527
Quad Cities 1,2007-03-01,624761,-0.2755214353070177
Quad Cities 1,2007-04-01,529505,-0.17248028759563078
Quad Cities 1,2007-05-01,191677,-0.168412863340148
Quad Cities 1,2007-06-01,624249,-0.16584877518449642
Quad Cities 1,2007-07-01,645875,-0.04748965224194822
Quad Cities 1,2007-08-01,645855,-0.060676391328156325
Quad Cities 1,2007-09-01,532940,-0.06232473371393232
Quad Cities 1,2007-10-01,646808,-0.03902923017922859
Quad Cities 1,2007-11-01,627190,-0.03902923017922859
Quad Cities 1,2007-12-01,647004,-0.03573254540767657
Quad Cities 1,2008-01-01,645459,-0.06215473935828616
Quad Cities 1,2008-02-01,565343,-0.06215473935828616
Quad Cities 1,2008-03-01,643473,-0.07727433914427725
Quad Cities 1,2008-04-01,595308,-0.007788673037915121
Quad Cities 1,2008-05-01,640598,-0.007788673037915121
Quad Cities 1,2008-06-01,621035,-0.007788673037915121
Quad Cities 1,2008-07-01,644466,-0.10595441420559176
Quad Cities 1,2008-08-01,644869,-0.10595441420559176
Quad Cities 1,2008-09-01,621789,-0.10265772943403974
Quad Cities 1,2008-10-01,645401,-0.09381591954097865
Quad Cities 1,2008-11-01,580055,-0.09381591954097865
Quad Cities 1,2008-12-01,642313,-0.09546426192675465
Quad Cities 1,2009-01-01,644153,-0.1067005560312301
Quad Cities 1,2009-02-01,581900,-0.11590869831000165
Quad Cities 1,2009-03-01,638925,-0.10834889841700611
Quad Cities 1,2009-04-01,531625,-0.10646689253946545
Quad Cities 1,2009-05-01,899,-0.13329548838638922
Quad Cities 1,2009-06-01,617485,-0.11635694685412153
Quad Cities 1,2009-07-01,656331,-0.10615374296138937
Quad Cities 1,2009-08-01,654916,-0.12030691239748896
Quad Cities 1,2009-09-01,554798,-0.12195525478326497
Quad Cities 1,2009-10-01,664028,-0.21050773281071092
Quad Cities 1,2009-11-01,641652,-0.21380441758226296
Quad Cities 1,2009-12-01,663443,-0.21448632961814745
Quad Cities 2,2007-01-01,644687,-0.05202045889302437
Quad Cities 2,2007-02-01,562562,-0.053668801278800374
Quad Cities 2,2007-03-01,620661,-0.05531714366457639
Quad Cities 2,2007-04-01,593317,-0.04991828297612074
Quad Cities 2,2007-05-01,640515,-0.046621598204568716
Quad Cities 2,2007-06-01,622918,-0.041676571047240686
Quad Cities 2,2007-07-01,643777,-0.04440607873598179
Quad Cities 2,2007-08-01,644056,-0.04605442112175781
Quad Cities 2,2007-09-01,622872,-0.04440607873598179
Quad Cities 2,2007-10-01,641233,-0.04200913965360107
Quad Cities 2,2007-11-01,625075,-0.04200913965360107
Quad Cities 2,2007-12-01,644163,-0.04200913965360107
Quad Cities 2,2008-01-01,644076,-0.01884359436662661
Quad Cities 2,2008-02-01,590039,-0.01884359436662661
Quad Cities 2,2008-03-01,36294,-0.013898567209298567
Quad Cities 2,2008-04-01,614073,0.03811273957595378
Quad Cities 2,2008-05-01,646588,0.044706109119057834
Quad Cities 2,2008-06-01,626776,0.04635445150483384
Quad Cities 2,2008-07-01,646035,-0.1211751312820142
Quad Cities 2,2008-08-01,639910,-0.12447181605356622
Quad Cities 2,2008-09-01,621339,-0.1228234736677902
Quad Cities 2,2008-10-01,639461,-0.19160334202220416
Quad Cities 2,2008-11-01,627068,-0.19325168440798018
Quad Cities 2,2008-12-01,402932,-0.21632847780884434
Quad Cities 2,2009-01-01,649194,-0.17839609122639635
Quad Cities 2,2009-02-01,582841,-0.1767477488406203
Quad Cities 2,2009-03-01,644086,-0.18004443361217234
Quad Cities 2,2009-04-01,590110,-0.1746242418753624
Quad Cities 2,2009-05-01,664155,-0.1746242418753624
Quad Cities 2,2009-06-01,638223,-0.1729758994895864
Quad Cities 2,2009-07-01,660275,-0.037531486282027515
Quad Cities 2,2009-08-01,659578,-0.03423480151047549
Quad Cities 2,2009-09-01,638033,-0.03423480151047549
Quad Cities 2,2009-10-01,668637,-0.07480667952114121
Quad Cities 2,2009-11-01,648497,-0.07975170667846924
Quad Cities 2,2009-12-01,669811,-0.08799341860734931
River Bend 1,2007-01-01,725147,-0.7273971949999812
River Bend 1,2007-02-01,661186,-0.7016143966194208
River Bend 1,2007-03-01,711238,-0.742410823126805
River Bend 1,2007-04-01,549766,-0.6868268133975928
River Bend 1,2007-05-01,418966,-0.6580724596109297
River Bend 1,2007-06-01,426290,-0.7662447622854778
River Bend 1,2007-07-01,723145,-0.7491997099099807
River Bend 1,2007-08-01,716879,-0.7688286967169773
River Bend 1,2007-09-01,598654,-0.8025693099908989
River Bend 1,2007-10-01,579550,-0.8143034648169459
River Bend 1,2007-11-01,422760,-0.8189188234971188
River Bend 1,2007-12-01,650988,-0.687935277848113
River Bend 1,2008-01-01,110735,-1.104356805937151
River Bend 1,2008-02-01,-8132,-0.981286066151074
River Bend 1,2008-03-01,342423,-1.043294941389278
River Bend 1,2008-04-01,712110,-0.8296019180501644
River Bend 1,2008-05-01,720704,-0.8513004586033649
River Bend 1,2008-06-01,671406,-0.7822807791621308
River Bend 1,2008-07-01,727695,-0.7189835711971628
River Bend 1,2008-08-01,718214,-0.728479838983915
River Bend 1,2008-09-01,153794,-0.7291162902174072
River Bend 1,2008-10-01,735665,-0.17166258495227227
River Bend 1,2008-11-01,716106,-0.16704722627209942
River Bend 1,2008-12-01,733145,-0.16550877337870845
River Bend 1,2009-01-01,739478,-0.033896413783158726
River Bend 1,2009-02-01,661218,-0.02222524186952338
River Bend 1,2009-03-01,732687,-0.07161593450376093
River Bend 1,2009-04-01,709686,0.017229153260128034
River Bend 1,2009-05-01,725329,0.008634887133274587
River Bend 1,2009-06-01,696111,9.426226663198635e-4
River Bend 1,2009-07-01,723627,-0.09018282792577831
River Bend 1,2009-08-01,715246,-0.09633663949934208
River Bend 1,2009-09-01,422217,-0.08158856179892486
River Bend 1,2009-10-01,270360,-0.10513466651967555
River Bend 1,2009-11-01,703396,-0.06975024997168382
River Bend 1,2009-12-01,734015,-0.056806175591064025
Salem 1,2007-01-01,881780,0.6750004786188257
Salem 1,2007-02-01,796138,0.6750004786188257
Salem 1,2007-03-01,710450,0.6750004786188257
Salem 1,2007-04-01,109114,0.614331660973572
Salem 1,2007-05-01,769769,0.5927033447378265
Salem 1,2007-06-01,842543,0.5927033447378265
Salem 1,2007-07-01,860262,0.563059998855782
Salem 1,2007-08-01,855700,0.563059998855782
Salem 1,2007-09-01,832619,0.563059998855782
Salem 1,2007-10-01,873109,-0.42869903599051823
Salem 1,2007-11-01,854429,-0.42869903599051823
Salem 1,2007-12-01,772595,-0.42869903599051823
Salem 1,2008-01-01,853080,0.22806755597948086
Salem 1,2008-02-01,825442,0.22806755597948086
Salem 1,2008-03-01,838924,0.22806755597948086
Salem 1,2008-04-01,844147,0.33422257211567685
Salem 1,2008-05-01,874438,0.33422257211567685
Salem 1,2008-06-01,838918,0.33422257211567685
Salem 1,2008-07-01,852442,0.2369822397242313
Salem 1,2008-08-01,857218,0.2369822397242313
Salem 1,2008-09-01,826932,0.2369822397242313
Salem 1,2008-10-01,381228,0.25911182401951477
Salem 1,2008-11-01,455611,0.2963930730355306
Salem 1,2008-12-01,879033,0.2902392614619668
Salem 1,2009-01-01,886849,0.2589165060905469
Salem 1,2009-02-01,799384,0.2666087705575016
Salem 1,2009-03-01,802826,0.2666087705575016
Salem 1,2009-04-01,850961,0.22559397982250862
Salem 1,2009-05-01,867338,0.22559397982250862
Salem 1,2009-06-01,834949,0.22559397982250862
Salem 1,2009-07-01,863068,0.23656469294792015
Salem 1,2009-08-01,857139,0.23656469294792015
Salem 1,2009-09-01,836123,0.23656469294792015
Salem 1,2009-10-01,880944,0.2099312328727249
Salem 1,2009-11-01,856998,0.2099312328727249
Salem 1,2009-12-01,885178,0.2099312328727249
Salem 2,2007-01-01,860562,0.7243272992021105
Salem 2,2007-02-01,776504,0.7335580165624562
Salem 2,2007-03-01,859205,0.738173375242629
Salem 2,2007-04-01,827037,0.6205520590352643
Salem 2,2007-05-01,623217,0.6205520590352643
Salem 2,2007-06-01,750906,0.6205520590352643
Salem 2,2007-07-01,837797,0.5536999966628904
Salem 2,2007-08-01,791692,0.5536999966628904
Salem 2,2007-09-01,806933,0.5536999966628904
Salem 2,2007-10-01,844959,0.4732250985810308
Salem 2,2007-11-01,831585,0.4732250985810308
Salem 2,2007-12-01,858996,0.4732250985810308
Salem 2,2008-01-01,859116,0.4812277704448172
Salem 2,2008-02-01,796848,0.4812277704448172
Salem 2,2008-03-01,257629,0.4704586001910806
Salem 2,2008-04-01,-2471,0.34527121769154684
Salem 2,2008-05-01,424116,0.33450204743781026
Salem 2,2008-06-01,823341,0.33757895322459214
Salem 2,2008-07-01,848516,0.3182405123173331
Salem 2,2008-08-01,860334,0.3290096825710697
Salem 2,2008-09-01,805667,0.3290096825710697
Salem 2,2008-10-01,840534,0.15485108195526318
Salem 2,2008-11-01,817708,0.13702609846806404
Salem 2,2008-12-01,879655,0.15177417616848127
Salem 2,2009-01-01,886912,0.12531186199926467
Salem 2,2009-02-01,796505,0.11915805042570089
Salem 2,2009-03-01,879132,0.1330041264662194
Salem 2,2009-04-01,850592,0.3485859819703626
Salem 2,2009-05-01,866404,0.3470475290769717
Salem 2,2009-06-01,837680,0.33627835882323504
Salem 2,2009-07-01,862960,0.3224887232019491
Salem 2,2009-08-01,859329,0.3194118174151672
Salem 2,2009-09-01,837062,0.31171955294821246
Salem 2,2009-10-01,350288,0.24087119756846248
Salem 2,2009-11-01,518973,0.32331120257808127
Salem 2,2009-12-01,881663,0.32331120257808127
Seabrook 1,2007-01-01,877980,-0.16208309259561438
Seabrook 1,2007-02-01,836094,-0.15131392234187777
Seabrook 1,2007-03-01,871034,-0.15439082812865965
Seabrook 1,2007-04-01,856511,-0.0803279162043367
Seabrook 1,2007-05-01,927331,-0.07878946331094575
Seabrook 1,2007-06-01,897115,-0.0772510104175548
Seabrook 1,2007-07-01,926577,-0.03451920004625006
Seabrook 1,2007-08-01,925890,-0.03451920004625006
Seabrook 1,2007-09-01,896620,-0.03451920004625006
Seabrook 1,2007-10-01,925105,-0.039081112747937685
Seabrook 1,2007-11-01,897572,-0.039081112747937685
Seabrook 1,2007-12-01,926055,-0.039081112747937685
Seabrook 1,2008-01-01,567522,-0.0990394206727951
Seabrook 1,2008-02-01,840007,-0.10048172026034911
Seabrook 1,2008-03-01,922125,-0.0990394206727951
Seabrook 1,2008-04-01,0,-0.3142577042471225
Seabrook 1,2008-05-01,667538,-0.2809148439773224
Seabrook 1,2008-06-01,856165,-0.2780302448022144
Seabrook 1,2008-07-01,927107,-0.35505804200130536
Seabrook 1,2008-08-01,925640,-0.35505804200130536
Seabrook 1,2008-09-01,896541,-0.3536157424137513
Seabrook 1,2008-10-01,926492,-0.33609322844144524
Seabrook 1,2008-11-01,895088,-0.33609322844144524
Seabrook 1,2008-12-01,926089,-0.33609322844144524
Seabrook 1,2009-01-01,924993,-0.18343060310056739
Seabrook 1,2009-02-01,836579,-0.18343060310056739
Seabrook 1,2009-03-01,925103,-0.18198830351301337
Seabrook 1,2009-04-01,896458,0.023534433382669806
Seabrook 1,2009-05-01,926038,0.023534433382669806
Seabrook 1,2009-06-01,896326,0.023534433382669806
Seabrook 1,2009-07-01,926131,0.020569009357261275
Seabrook 1,2009-08-01,926113,0.020569009357261275
Seabrook 1,2009-09-01,892480,0.020569009357261275
Seabrook 1,2009-10-01,0,0.0052060522061958105
Seabrook 1,2009-11-01,340343,0.01858242769766354
Seabrook 1,2009-12-01,326109,0.020024727285217547
Sequoyah 1,2007-01-01,873798,0.11667484574015265
Sequoyah 1,2007-02-01,789965,0.10911504584715709
Sequoyah 1,2007-03-01,873628,0.10155524595416156
Sequoyah 1,2007-04-01,839999,0.10103038146411657
Sequoyah 1,2007-05-01,867914,0.09773369669256454
Sequoyah 1,2007-06-01,833030,0.10364515419978405
Sequoyah 1,2007-07-01,853614,0.5345500759237318
Sequoyah 1,2007-08-01,846306,0.5290327155836602
Sequoyah 1,2007-09-01,728409,0.5204384494568068
Sequoyah 1,2007-10-01,59250,0.6999535557333421
Sequoyah 1,2007-11-01,316889,0.7993713922353094
Sequoyah 1,2007-12-01,875486,0.804888752575381
Sequoyah 1,2008-01-01,813318,0.6747641414436727
Sequoyah 1,2008-02-01,818537,0.7014489414841317
Sequoyah 1,2008-03-01,873506,0.7014489414841317
Sequoyah 1,2008-04-01,845040,0.7762920560962471
Sequoyah 1,2008-05-01,862205,0.7716766974160743
Sequoyah 1,2008-06-01,832788,0.7661593370760027
Sequoyah 1,2008-07-01,848824,0.4250857064631287
Sequoyah 1,2008-08-01,848284,0.41956834612305716
Sequoyah 1,2008-09-01,845702,0.4250857064631287
Sequoyah 1,2008-10-01,853882,0.5939649797693949
Sequoyah 1,2008-11-01,845304,0.6080766062363199
Sequoyah 1,2008-12-01,877411,0.5955034326627858
Sequoyah 1,2009-01-01,877438,0.3743185452544793
Sequoyah 1,2009-02-01,792149,0.3758569981478702
Sequoyah 1,2009-03-01,708181,0.2982430525797826
Sequoyah 1,2009-04-01,0,0.18570894323180248
Sequoyah 1,2009-05-01,708113,0.17844728323424208
Sequoyah 1,2009-06-01,813571,0.17690883034085114
Sequoyah 1,2009-07-01,837311,0.1462398824261018
Sequoyah 1,2009-08-01,841201,0.12353398983232333
Sequoyah 1,2009-09-01,819896,0.1462398824261018
Sequoyah 1,2009-10-01,852205,0.11814304258452547
Sequoyah 1,2009-11-01,846398,0.11968149547791641
Sequoyah 1,2009-12-01,865712,0.11416413513784486
Sequoyah 2,2007-01-01,804057,0.31749705396395866
Sequoyah 2,2007-02-01,781245,0.31914539634973466
Sequoyah 2,2007-03-01,799822,0.31914539634973466
Sequoyah 2,2007-04-01,828097,0.32350729753803587
Sequoyah 2,2007-05-01,855223,0.3218589551522599
Sequoyah 2,2007-06-01,821029,0.3218589551522599
Sequoyah 2,2007-07-01,837947,0.7485424457913809
Sequoyah 2,2007-08-01,829779,0.7470039928979899
Sequoyah 2,2007-08-01,829779,0.37299208082286855
Sequoyah 2,2007-09-01,805862,0.7470039928979899
Sequoyah 2,2007-10-01,839258,0.659326150751447
Sequoyah 2,2007-11-01,826455,0.659326150751447
Sequoyah 2,2007-12-01,863623,0.659326150751447
Sequoyah 2,2008-01-01,865852,0.680263431460198
Sequoyah 2,2008-02-01,808068,0.678724978566807
Sequoyah 2,2008-03-01,861654,0.6732076182267355
Sequoyah 2,2008-04-01,773355,0.7186393492867345
Sequoyah 2,2008-05-01,85192,0.7226182567334151
Sequoyah 2,2008-06-01,671463,0.7226182567334151
Sequoyah 2,2008-07-01,832792,0.3745305337162595
Sequoyah 2,2008-09-01,793745,0.37299208082286855
Sequoyah 2,2008-10-01,861163,0.3919725531668659
Sequoyah 2,2008-11-01,525834,0.3919725531668659
Sequoyah 2,2008-12-01,864403,0.3919725531668659
Sequoyah 2,2009-01-01,863074,0.13568102518549136
Sequoyah 2,2009-02-01,777733,0.1372194780788823
Sequoyah 2,2009-03-01,740037,0.13568102518549136
Sequoyah 2,2009-04-01,821378,0.03270998379782142
Sequoyah 2,2009-05-01,742931,0.034248436691212365
Sequoyah 2,2009-06-01,801392,0.034248436691212365
Sequoyah 2,2009-07-01,820792,-0.027625530253731104
Sequoyah 2,2009-08-01,825239,-0.029163983147122045
Sequoyah 2,2009-09-01,805581,-0.032240888933903936
Sequoyah 2,2009-10-01,678295,0.05647358837233791
Sequoyah 2,2009-11-01,64265,0.06491289590870407
Sequoyah 2,2009-12-01,851644,0.0666063073925823
Shearon Harris 1,2007-01-01,691771,0.006330615881324316
Shearon Harris 1,2007-02-01,626054,0.007978958267100324
Shearon Harris 1,2007-03-01,685273,0.007978958267100324
Shearon Harris 1,2007-04-01,660878,0.10930064459731034
Shearon Harris 1,2007-05-01,678022,0.10930064459731034
Shearon Harris 1,2007-06-01,648431,0.11094898698308635
Shearon Harris 1,2007-07-01,666547,0.22721085831801563
Shearon Harris 1,2007-08-01,661605,0.2256724054246247
Shearon Harris 1,2007-09-01,600239,0.2256724054246247
Shearon Harris 1,2007-10-01,137065,0.06831546616121367
Shearon Harris 1,2007-11-01,667641,0.06523856037443178
Shearon Harris 1,2007-12-01,679524,0.06677701326782272
Shearon Harris 1,2008-01-01,692158,-0.07370334408136814
Shearon Harris 1,2008-02-01,644233,-0.07370334408136814
Shearon Harris 1,2008-03-01,684058,-0.07370334408136814
Shearon Harris 1,2008-04-01,661179,-0.06973870560960779
Shearon Harris 1,2008-05-01,679592,-0.06973870560960779
